APP name,Cores,Warps,Threads,instrs,cycles,ipc,core_usage_rate,thread occupancy,alu_ratio,fpu_ratio,lsu_ratio,sfu_ratio,issue_stalls,stall_alu_ratio,stall_fpu_ratio,stall_lsu_ratio,stall_sfu_ratio,alu_instrs,fpu_instrs,sfu_instrs,lsu_instrs,loads,stores,split_instrs,avg_cycles,L2,Mapping,FLOP/BYTE
bfs,2,2,2,526506509,1374552994,0.38,100%,93%,61%,0%,13%,26%,2237272479,80%,0%,19%,0%,321835831,0,138630538,66041842,38691998,11360962,53364796,1373051987,0,CM,0.0000
bfs,2,2,4,550208786,824154874,0.67,100%,88%,60%,0%,14%,26%,1318669575,78%,0%,21%,0%,329708345,0,141124465,79377678,36149721,14152815,53724792,823228254,0,CM,0.0000
bfs,2,2,8,481387719,515656659,0.93,100%,84%,72%,0%,12%,16%,815274876,70%,0%,29%,0%,345503877,0,76971575,58913969,54547947,21466442,28277031,515193086,0,CM,0.0000
bfs,2,2,16,465854042,355716089,1.31,100%,82%,81%,0%,10%,9%,624104789,48%,0%,51%,0%,377131399,0,42830382,45893963,78322683,35117465,14985077,355335464,0,CM,0.0000
bfs,2,2,32,503194649,351955803,1.43,100%,80%,88%,0%,8%,5%,839716720,19%,0%,80%,0%,440483507,0,24841449,37871395,119361560,61925943,8086927,351529007,0,CM,0.0000
bfs,2,4,2,550445904,778874038,0.71,100%,93%,60%,0%,14%,26%,2270629300,79%,0%,20%,0%,329866209,0,141203627,79377770,45266148,14691658,53725068,778465190,0,CM,0.0000
bfs,2,4,4,597819891,483522951,1.24,100%,89%,58%,0%,18%,24%,1432254934,71%,0%,28%,0%,345590767,0,146181371,106049455,45866948,20814119,54445060,482976224,0,CM,0.0000
bfs,2,4,8,544849894,324018400,1.68,100%,85%,69%,0%,16%,15%,1023577056,53%,0%,46%,0%,377232638,0,82033199,85585759,73982401,34788958,28997299,323527693,0,CM,0.0000
bfs,2,4,16,560993529,314997176,1.78,100%,84%,79%,0%,13%,9%,1336120169,22%,0%,77%,0%,440536289,0,47893216,72565726,117191555,61762388,15705345,314727032,0,CM,0.0000
bfs,2,4,32,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,CM,#DIV/0!
bfs,2,8,2,598144778,426628360,1.40,100%,94%,58%,0%,18%,24%,1397260094,69%,0%,30%,0%,345807021,0,146289833,106049626,58414448,21353050,54445612,426050499,0,CM,0.0000
bfs,2,8,4,692954938,318702065,2.17,100%,89%,54%,0%,23%,23%,1209840418,47%,0%,52%,0%,377297502,0,156266155,159392983,65301384,34136719,55885596,318279754,0,CM,0.0000
bfs,2,8,8,671612559,296923355,2.26,100%,87%,66%,0%,21%,14%,1387215121,21%,0%,78%,0%,440582373,0,92102640,138929248,112851246,61433962,30437835,296611028,0,CM,0.0000
bfs,2,8,16,751147190,474414317,1.58,100%,86%,76%,0%,17%,8%,2744604044,6%,0%,93%,0%,567262527,0,57977110,125909255,194929299,115052237,17145881,474109206,0,CM,0.0000
bfs,2,8,32,978584878,953806660,1.03,100%,87%,84%,0%,12%,4%,5775235175,1%,0%,98%,0%,820693545,0,40006365,117886674,352574783,221795207,10247731,953517935,0,CM,0.0000
bfs,2,16,2,693493998,437135751,1.59,100%,94%,54%,0%,23%,23%,1104436539,49%,0%,50%,0%,377656293,0,156446069,159393338,84711048,34675834,55886700,436549927,0,CM,0.0000
bfs,2,16,4,883571430,414080947,2.13,100%,91%,50%,0%,30%,20%,1670937974,14%,0%,85%,0%,440941905,0,176551201,266080026,104170247,60781915,58766668,413154612,0,CM,0.0000
bfs,2,16,8,925746404,492930030,1.88,100%,89%,61%,0%,27%,12%,2365087830,5%,0%,94%,0%,567687517,0,112444260,245616329,190589008,114724001,33318907,492585288,0,CM,0.0000
bfs,2,16,16,1132591284,938196475,1.21,100%,89%,73%,0%,21%,7%,4315511104,1%,0%,98%,0%,821472851,0,78523824,232596311,350404787,221631933,20026953,937944199,0,CM,0.0000
bfs,2,16,32,912963586,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,759179982,0,35685279,118099435,371156320,268650393,8040871,1203800359,0,CM,0.0000
bfs,2,32,2,883911941,644195145,1.37,100%,95%,50%,0%,30%,20%,2363453635,3%,0%,96%,0%,441167839,0,176665042,266080762,137304248,61321402,58768876,643447138,0,CM,0.0000
bfs,2,32,4,1264350758,687626947,1.84,100%,92%,45%,0%,38%,17%,3503271214,2%,0%,97%,0%,567928273,0,216970049,479454138,181907991,114072315,64528812,687236366,0,CM,0.0000
bfs,2,32,8,1433305167,984858981,1.46,100%,92%,57%,0%,32%,11%,5553320156,1%,0%,98%,0%,821425189,0,152891264,458990416,346064478,221304058,39081051,984529515,0,CM,0.0000
bfs,2,32,16,1063898111,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,759432826,0,70320016,234146379,369748792,268640659,15794070,1167581439,0,CM,0.0000
bfs,2,32,32,602217334,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,501943318,0,22575766,77698694,256134529,198175342,4506726,926891379,0,CM,0.0000
bfs,4,2,2,526649860,697682756,0.75,100%,93%,61%,0%,13%,26%,2253600282,81%,0%,18%,0%,321907049,0,138646965,66099250,38696414,11412896,53365762,695730919,0,CM,0.0000
bfs,4,2,4,550292932,419489964,1.31,100%,88%,60%,0%,14%,26%,1342990760,77%,0%,22%,0%,329739694,0,141116391,79440251,36155986,14206593,53726310,418315834,0,CM,0.0000
bfs,4,2,8,481559534,265694380,1.81,100%,84%,72%,0%,12%,16%,857325644,67%,0%,32%,0%,345600971,0,76985451,58976516,54558610,21523892,28278549,264791862,0,CM,0.0000
bfs,4,2,16,466058147,205480756,2.27,100%,82%,81%,0%,10%,9%,821234575,37%,0%,62%,0%,377264617,0,42840411,45956523,78342187,35182279,14986595,204999301,0,CM,0.0000
bfs,4,2,32,503512101,273052174,1.84,100%,80%,88%,0%,8%,5%,1534137810,10%,0%,89%,0%,440721495,0,24860075,37933951,119398728,62005473,8088445,272483843,0,CM,0.0000
bfs,4,4,2,550737670,402861866,1.37,100%,93%,60%,0%,14%,26%,2192619960,79%,0%,20%,0%,330035757,0,141264895,79440422,45273140,14745524,53726862,401495184,0,CM,0.0000
bfs,4,4,4,598084761,254709882,2.35,100%,89%,58%,0%,18%,24%,1419572137,69%,0%,30%,0%,345741495,0,146224272,106122398,45877611,20871661,54447958,253927828,0,CM,0.0000
bfs,4,4,8,545093728,189947829,2.87,100%,85%,69%,0%,16%,15%,1295461120,42%,0%,57%,0%,377383756,0,82054687,85658689,74001887,34853856,29000197,189338162,0,CM,0.0000
bfs,4,4,16,561310756,254817989,2.20,100%,84%,79%,0%,13%,9%,2551127217,11%,0%,88%,0%,440765160,0,47910269,72638731,117228759,61842027,15708243,254426469,0,CM,0.0000
bfs,4,4,32,662156752,484704691,1.37,100%,83%,86%,0%,10%,5%,5672765899,2%,0%,97%,0%,567627734,0,29916343,64616136,197171827,115324771,8810093,484208283,0,CM,0.0000
bfs,4,8,2,598226467,349214342,1.71,100%,94%,58%,0%,18%,24%,532284026,80%,0%,19%,0%,345835291,0,146271801,106122779,58426601,21410784,54449062,348389026,0,CM,0.0000
bfs,4,8,4,693213834,235112778,2.95,100%,89%,54%,0%,23%,23%,939692079,45%,0%,54%,0%,377442038,0,156288439,159486761,65320915,34201812,55891254,234553564,0,CM,0.0000
bfs,4,8,8,671936150,247833965,2.71,100%,87%,66%,0%,21%,14%,2461135063,10%,0%,89%,0%,440798682,0,92117852,139023020,112888432,61513778,30443493,247460012,0,CM,0.0000
bfs,4,8,16,751744580,463545893,1.62,100%,86%,76%,0%,17%,8%,5845483591,2%,0%,97%,0%,567718655,0,58026326,126003003,195001795,115161487,17151539,463120148,0,CM,0.0000
bfs,4,8,32,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,CM,#DIV/0!
bfs,4,16,2,693088753,395881275,1.75,100%,94%,54%,0%,23%,23%,118868802,8%,0%,91%,0%,377357487,0,156247178,159487492,84733523,34741303,55893462,395286558,0,CM,0.0000
bfs,4,16,4,883472605,318596735,2.77,100%,91%,50%,0%,30%,20%,1806451821,4%,0%,95%,0%,440843545,0,176417099,266215365,104207424,60862091,58777846,318074292,0,CM,0.0000
bfs,4,16,8,926517772,467667892,1.98,100%,89%,61%,0%,27%,12%,5072155892,2%,0%,97%,0%,568226388,0,112543142,245751646,190661495,114833613,33330085,467023838,0,CM,0.0000
bfs,4,16,16,1044379750,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,757612525,0,72816068,213954265,322392761,203767527,18535908,870692981,0,CM,0.0000
bfs,4,16,32,657585508,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,547352174,0,25086926,85148073,271725390,198401958,5550068,888304887,0,CM,0.0000
bfs,4,32,2,883493751,503046390,1.76,100%,95%,50%,0%,30%,20%,1644785589,1%,0%,98%,0%,440855496,0,176424816,266216843,137347313,61402320,58782262,502357051,0,CM,0.0000
bfs,4,32,4,1264867175,538356464,2.35,100%,92%,45%,0%,38%,17%,4567216058,0%,0%,99%,0%,568231241,0,216966672,479672666,181980514,114182670,64551030,537624439,0,CM,0.0000
bfs,4,32,8,1110412609,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,637783052,0,118069342,354562879,265306086,169880489,29987910,735095287,0,CM,0.0000
bfs,4,32,16,691449663,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,497043558,0,45376196,149031395,235948639,170316197,10027857,766141933,0,CM,0.0000
bfs,4,32,32,402124550,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,335191746,0,15097197,51836207,170854501,132207270,3008242,615951353,0,CM,0.0000
bfs,8,2,2,526860598,351777096,1.50,99%,93%,61%,0%,13%,26%,2283898685,80%,0%,19%,0%,321998842,0,138654433,66214131,38705291,11516784,53367694,349224781,0,CM,0.0000
bfs,8,2,4,550577284,213218338,2.58,99%,88%,60%,0%,14%,26%,1379373886,76%,0%,23%,0%,329879766,0,141138955,79565371,36168498,14314141,53729346,211898846,0,CM,0.0000
bfs,8,2,8,481845733,138148288,3.49,99%,84%,72%,0%,12%,16%,931841007,62%,0%,37%,0%,345756870,0,76994004,59101667,54579981,21638804,28281585,137349262,0,CM,0.0000
bfs,8,2,16,466462381,127119543,3.67,99%,81%,81%,0%,10%,9%,1171827917,25%,0%,74%,0%,377528391,0,42859004,46081794,78381348,35311905,14989631,126382251,0,CM,0.0000
bfs,8,2,32,504096526,200450061,2.51,100%,79%,88%,0%,8%,5%,2456630264,6%,0%,93%,0%,441163805,0,24880356,38059213,119473209,62164542,8091481,199711470,0,CM,0.0000
bfs,8,4,2,551005371,205242994,2.68,99%,93%,60%,0%,14%,26%,2261959604,78%,0%,21%,0%,330164298,0,141282077,79565804,45287178,14853280,53730450,203712442,0,CM,0.0000
bfs,8,4,4,598420884,133395246,4.49,99%,88%,58%,0%,18%,24%,1573387983,64%,0%,35%,0%,345913873,0,146245496,106268323,45898964,20986757,54453754,132512551,0,CM,0.0000
bfs,8,4,8,545556730,118940001,4.59,99%,85%,69%,0%,16%,15%,1909129315,28%,0%,71%,0%,377669543,0,82089329,85804666,74040959,34983669,29005993,118216463,0,CM,0.0000
bfs,8,4,16,561976863,192804074,2.91,100%,83%,79%,0%,13%,9%,4223588453,7%,0%,92%,0%,441244016,0,47954882,72784802,117303250,62001283,15714039,192314136,0,CM,0.0000
bfs,8,4,32,663183615,384505536,1.72,100%,83%,86%,0%,10%,5%,9337838459,1%,0%,98%,0%,568462475,0,29965891,64762166,197316929,115542902,8815889,383623274,0,CM,0.0000
bfs,8,8,2,598625064,175848695,3.40,99%,94%,58%,0%,18%,24%,679723804,73%,0%,26%,0%,346048643,0,146314173,106269056,58450889,21526241,54455962,174964729,0,CM,0.0000
bfs,8,8,4,693717848,135146475,5.13,99%,89%,54%,0%,23%,23%,1860679676,27%,0%,72%,0%,377721922,0,156328369,159674365,65360014,34332009,55902570,134430044,0,CM,0.0000
bfs,8,8,8,672726197,183615681,3.66,100%,87%,66%,0%,21%,14%,4239165280,6%,0%,93%,0%,441326537,0,92195796,139210674,112962912,61673412,30454809,183185547,0,CM,0.0000
bfs,8,8,16,753030034,367915140,2.05,100%,86%,76%,0%,17%,8%,9538452673,1%,0%,98%,0%,568691374,0,58154847,126190621,195146901,115379982,17162855,367266591,0,CM,0.0000
bfs,8,8,32,512555042,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,428146239,0,20369048,64043717,191411553,123901626,5070579,419017991,0,CM,0.0000
bfs,8,16,2,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,CM,#DIV/0!
bfs,8,16,4,884383821,210674067,4.20,100%,91%,50%,0%,30%,20%,4241585092,3%,0%,96%,0%,441386054,0,176518313,266486262,104281985,61022455,58800202,209718125,0,CM,0.0000
bfs,8,16,8,928243682,358221274,2.59,100%,88%,61%,0%,27%,12%,8247861144,1%,0%,98%,0%,569426233,0,112801757,246022500,190806658,115052868,33352441,357252581,0,CM,0.0000
bfs,8,16,16,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,CM,#DIV/0!
bfs,8,16,32,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,CM,#DIV/0!
bfs,8,32,2,884859640,303057926,2.92,99%,95%,50%,0%,30%,20%,4441490050,1%,0%,98%,0%,441698981,0,176678330,266489137,137433569,61564162,58809034,301416160,0,CM,0.0000
bfs,8,32,4,1266804862,392511280,3.23,100%,92%,45%,0%,38%,17%,8867568579,0%,0%,99%,0%,569440399,0,217261353,480109918,182125740,114403396,64595466,391066744,0,CM,0.0000
bfs,8,32,8,760895738,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,428968647,0,79449466,252481473,187755001,123901517,19775988,419553543,0,CM,0.0000
bfs,8,32,16,353121189,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,249844101,0,22821924,80456650,129084845,96268474,5020250,335828357,0,CM,0.0000
bfs,8,32,32,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,CM,#DIV/0!
bfs,16,2,2,527354465,178092052,2.96,99%,93%,61%,0%,13%,26%,2317805883,79%,0%,20%,0%,322230689,0,138693616,66443776,38722964,11724524,53371558,176071451,0,CM,0.0000
bfs,16,2,4,551109884,109800130,5.02,99%,88%,60%,0%,14%,26%,1442082819,73%,0%,26%,0%,330135841,0,141172035,79815624,36193531,14529241,53735418,108541976,0,CM,0.0000
bfs,16,2,8,482463452,79246499,6.09,99%,84%,72%,0%,12%,16%,1206151969,49%,0%,50%,0%,346098882,0,77026167,59352019,54622741,21868660,28287657,78378631,0,CM,0.0000
bfs,16,2,16,467259109,101144994,4.62,99%,81%,81%,0%,10%,9%,2248993683,13%,0%,86%,0%,378048160,0,42892594,46331996,78459292,35571199,14995703,100296981,0,CM,0.0000
bfs,16,2,32,505372464,194343277,2.60,100%,78%,87%,0%,8%,5%,5164948877,3%,0%,96%,0%,442119943,0,24956959,38309340,119621817,62482713,8097553,193530913,0,CM,0.0000
bfs,16,4,2,551494330,106910218,5.16,99%,93%,60%,0%,14%,26%,2425202128,74%,0%,25%,0%,330390421,0,141301178,79816347,45315101,15068724,53737626,105736650,0,CM,0.0000
bfs,16,4,4,599153922,78444370,7.64,99%,88%,58%,0%,18%,24%,2130590522,50%,0%,49%,0%,346299157,0,146308234,106560147,45941652,21216941,54465346,77602803,0,CM,0.0000
bfs,16,4,8,546513987,99117490,5.51,99%,85%,69%,0%,16%,15%,3912185500,13%,0%,86%,0%,378261974,0,82169207,86096438,74118920,35243296,29017585,98388418,0,CM,0.0000
bfs,16,4,16,563310164,194444860,2.90,100%,83%,78%,0%,13%,9%,9238549916,3%,0%,96%,0%,442202501,0,48044920,73076467,117451767,62319787,15725631,193699540,0,CM,0.0000
bfs,16,4,32,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,CM,#DIV/0!
bfs,16,8,2,599377848,93918667,6.38,99%,93%,58%,0%,18%,24%,1726421877,48%,0%,51%,0%,346445742,0,146384090,106561632,58499474,21757168,54469762,92887249,0,CM,0.0000
bfs,16,8,4,694755870,101847331,6.82,99%,89%,54%,0%,23%,23%,4200242363,12%,0%,87%,0%,378301702,0,156418543,160049241,65437930,34592353,55925202,101051128,0,CM,0.0000
bfs,16,8,8,674456695,181997178,3.71,100%,86%,66%,0%,21%,14%,9146176630,2%,0%,97%,0%,442482547,0,92402249,139585521,113111449,61992644,30477441,181474475,0,CM,0.0000
bfs,16,8,16,407254092,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,306946182,0,30859709,69456531,105518051,64550074,8984964,214294469,0,CM,0.0000
bfs,16,8,32,234245114,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,196779622,0,9141454,28327706,85252489,54362236,2262306,195119504,0,CM,0.0000
bfs,16,16,2,694915144,130305919,5.33,99%,94%,54%,0%,23%,23%,4202169022,4%,0%,95%,0%,378403225,0,156473359,160052176,84868202,35134048,55934034,129281111,0,CM,0.0000
bfs,16,16,4,886339311,181860628,4.87,100%,90%,50%,0%,30%,20%,8932527597,2%,0%,97%,0%,442559825,0,176765700,267027402,104430459,61343177,58844914,181008884,0,CM,0.0000
bfs,16,16,8,564466474,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,341661642,0,67958423,154855291,117203558,73468072,19837892,223337220,0,CM,0.0000
bfs,16,16,16,323347799,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,231903032,0,22098365,69350546,104810702,69426270,5279111,241062287,0,CM,0.0000
bfs,16,16,32,183311078,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,150928923,0,6987717,25396273,82281023,62310703,1511914,230375767,0,CM,0.0000
bfs,16,32,2,887264258,217914721,4.07,99%,95%,50%,0%,30%,20%,8901910619,1%,0%,98%,0%,443167871,0,177076752,267033251,137605649,61887804,58862578,216701562,0,CM,0.0000
bfs,16,32,4,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,CM,#DIV/0!
bfs,16,32,8,347434308,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,197767400,0,36691473,112978991,83565022,54364574,9047730,190002897,0,CM,0.0000
bfs,16,32,16,139635637,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100467486,0,9261631,29907718,47331687,34206215,2015748,128401901,0,CM,0.0000
bfs,16,32,32,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,CM,#DIV/0!
bfs,2,2,2,486766683,1107999389,0.44,100%,93%,60%,0%,11%,28%,1395045068,66%,0%,33%,0%,293975649,0,137124178,55668558,44799088,9832154,53274981,1106811040,0,TM,0.0000
bfs,2,2,4,486584481,685307120,0.71,100%,87%,60%,0%,11%,28%,908195804,63%,0%,36%,0%,293854365,0,137058752,55673066,44372237,9744348,53275602,684578582,0,TM,0.0000
bfs,2,2,8,400041651,425840171,0.94,100%,82%,73%,0%,8%,18%,582337822,58%,0%,41%,0%,293862573,0,72461855,33718925,44375825,9827330,27713530,425375026,0,TM,0.0000
bfs,2,2,16,351902954,267969773,1.31,100%,77%,84%,0%,6%,11%,386010554,49%,0%,50%,0%,293900821,0,38047052,19956783,44383001,9872840,14337822,267627144,0,TM,0.0000
bfs,2,2,32,325431245,187953755,1.73,100%,73%,90%,0%,4%,6%,314365834,27%,0%,72%,0%,293925567,0,19930641,11576739,44397353,9904769,7414924,187089147,0,TM,0.0000
bfs,2,4,2,486841145,584361138,0.83,100%,93%,60%,0%,11%,28%,1446802293,64%,0%,35%,0%,294025413,0,137144552,55672882,44801206,9833654,53275809,583062418,0,TM,0.0000
bfs,2,4,4,486855900,370408374,1.31,100%,87%,60%,0%,11%,28%,961585318,60%,0%,39%,0%,294035679,0,137140301,55681622,44375825,9746797,53276982,369857168,0,TM,0.0000
bfs,2,4,8,400268230,237495727,1.69,100%,82%,73%,0%,8%,18%,645837229,49%,0%,50%,0%,294050817,0,72514520,33704595,44383001,9832631,27709232,237056633,0,TM,0.0000
bfs,2,4,16,351984109,163782804,2.15,100%,77%,84%,0%,6%,11%,499698522,31%,0%,68%,0%,293984089,0,38040315,19961407,44397353,9884347,14338326,162995068,0,TM,0.0000
bfs,2,4,32,325630122,151313869,2.15,100%,73%,90%,0%,4%,6%,633633088,12%,0%,87%,0%,294120253,0,19929563,11582008,44426066,9928844,7415410,151053900,0,TM,0.0000
bfs,2,8,2,487066215,333039198,1.46,100%,93%,60%,0%,11%,28%,808589861,62%,0%,37%,0%,294175705,0,137210682,55681530,44805437,9836877,53277465,331477952,0,TM,0.0000
bfs,2,8,4,487034216,224504571,2.17,99%,87%,60%,0%,11%,28%,671182607,48%,0%,51%,0%,294155292,0,137181879,55698747,44383009,9752475,53279742,223190766,0,TM,0.0000
bfs,2,8,8,400254228,144410288,2.77,100%,82%,73%,0%,8%,18%,475107083,33%,0%,66%,0%,294051767,0,72477935,33726228,44397353,9844659,27714220,143982400,0,TM,0.0000
bfs,2,8,16,352160616,125887165,2.80,100%,77%,84%,0%,6%,11%,558297733,14%,0%,85%,0%,294147197,0,38032323,19982798,44426057,9909088,14341718,125492090,0,TM,0.0000
bfs,2,8,32,326130427,127810499,2.55,100%,73%,90%,0%,4%,6%,696418412,6%,0%,93%,0%,294561795,0,19968177,11602157,44483463,9975198,7420369,127700428,0,TM,0.0000
bfs,2,16,2,486779600,308719846,1.58,100%,93%,60%,0%,11%,28%,613250764,23%,0%,76%,0%,293985119,0,137097357,55698826,44813902,9842809,53280777,307991572,0,TM,0.0000
bfs,2,16,4,486796340,214495400,2.27,100%,87%,60%,0%,11%,28%,835242903,14%,0%,85%,0%,293998671,0,137066413,55732958,44397352,9764988,53285262,213959538,0,TM,0.0000
bfs,2,16,8,400368579,142058025,2.82,100%,82%,73%,0%,8%,18%,648570937,10%,0%,89%,0%,294165403,0,72445543,33759335,44426056,9868926,27718379,141502876,0,TM,0.0000
bfs,2,16,16,352662624,126249892,2.79,100%,77%,84%,0%,6%,11%,728995073,5%,0%,94%,0%,294579043,0,38068203,20017080,44483463,9955724,14348580,125993195,0,TM,0.0000
bfs,2,16,32,326917574,127232755,2.57,100%,73%,90%,0%,4%,6%,820986245,2%,0%,97%,0%,295328887,0,19960575,11629814,44598280,10069617,7423478,127028456,0,TM,0.0000
bfs,2,32,2,486790865,327867262,1.48,100%,93%,60%,0%,11%,28%,1038159189,4%,0%,95%,0%,293994101,0,137065050,55733416,44830829,9855629,53287401,326707913,0,TM,0.0000
bfs,2,32,4,487052801,234335240,2.08,100%,87%,60%,0%,11%,28%,1170161324,3%,0%,96%,0%,294172589,0,137080508,55801406,44426055,9789993,53296302,233935228,0,TM,0.0000
bfs,2,32,8,400911484,154608459,2.59,100%,82%,73%,0%,8%,18%,921981265,2%,0%,97%,0%,294576789,0,72495068,33841329,44483462,9916870,27734117,154065099,0,TM,0.0000
bfs,2,32,16,353541647,132462853,2.67,100%,77%,84%,0%,6%,11%,843091730,1%,0%,98%,0%,295380444,0,38087277,20075628,44598289,10051072,14356388,132248365,0,TM,0.0000
bfs,2,32,32,328635342,130256781,2.52,100%,73%,90%,0%,4%,6%,869889085,0%,0%,99%,0%,296931949,0,20000616,11704479,44827912,10260008,7435664,130055503,0,TM,0.0000
bfs,4,2,2,486787714,564603376,0.86,100%,93%,60%,0%,11%,28%,1414613868,66%,0%,33%,0%,293965995,0,137099709,55725414,44803228,9883731,53275947,562027790,0,TM,0.0000
bfs,4,2,4,486790385,352093918,1.38,99%,87%,60%,0%,11%,28%,940004910,62%,0%,37%,0%,293968297,0,137091384,55734108,44377272,9796898,53277097,350195598,0,TM,0.0000
bfs,4,2,8,400212016,224238070,1.78,99%,82%,73%,0%,8%,18%,639399823,51%,0%,48%,0%,293990151,0,72468241,33757028,44384448,9882699,27709203,222406251,0,TM,0.0000
bfs,4,2,16,352044481,151745511,2.32,99%,77%,84%,0%,6%,11%,488671790,33%,0%,66%,0%,293990251,0,38033879,20023755,44398800,9935105,14340127,149555853,0,TM,0.0000
bfs,4,2,32,326190035,138616425,2.35,99%,72%,90%,0%,4%,6%,632211756,12%,0%,87%,0%,294294561,0,20166448,11732430,44429440,9978956,7478708,137488657,0,TM,0.0000
bfs,4,4,2,487912754,325800314,1.50,99%,93%,60%,0%,11%,28%,1381017694,59%,0%,40%,0%,294716267,0,137465829,55734062,44807461,9886800,53277603,321473977,0,TM,0.0000
bfs,4,4,4,487223938,203870338,2.39,99%,87%,60%,0%,11%,28%,939757260,58%,0%,41%,0%,294258068,0,137218041,55751233,44384456,9802561,53279857,201928335,0,TM,0.0000
bfs,4,4,8,400427247,137910494,2.90,98%,82%,73%,0%,8%,18%,769973788,35%,0%,64%,0%,294124467,0,72510576,33795608,44398800,9895227,27717512,135589173,0,TM,0.0000
bfs,4,4,16,352228134,127145970,2.77,98%,78%,84%,0%,6%,11%,1045968320,13%,0%,86%,0%,294154027,0,38029545,20047966,44427504,9959644,14344804,125174039,0,TM,0.0000
bfs,4,4,32,326493910,133519513,2.45,100%,72%,90%,0%,4%,6%,1313384727,6%,0%,93%,0%,294615167,0,20134227,11747920,44486839,10025489,7481052,133091161,0,TM,0.0000
bfs,4,8,2,487023370,293193762,1.66,100%,93%,60%,0%,11%,28%,289863861,22%,0%,77%,0%,294123835,0,137151581,55751358,44815926,9892984,53280915,291916085,0,TM,0.0000
bfs,4,8,4,486967810,180902406,2.69,99%,87%,60%,0%,11%,28%,406641975,19%,0%,80%,0%,294089279,0,137096467,55785468,44398817,9815044,53285377,178998073,0,TM,0.0000
bfs,4,8,8,400456995,126478092,3.17,98%,82%,73%,0%,8%,18%,756132530,10%,0%,89%,0%,294187357,0,72449547,33823495,44427513,9919599,27720929,124190886,0,TM,0.0000
bfs,4,8,16,352786103,121156671,2.91,98%,77%,84%,0%,6%,11%,1264740127,5%,0%,94%,0%,294636463,0,38081350,20071694,44484910,10006387,14348546,119081310,0,TM,0.0000
bfs,4,8,32,327586978,128059323,2.56,100%,71%,90%,0%,4%,6%,1478829117,2%,0%,97%,0%,295579675,0,20232007,11778700,44601645,10120488,7485801,127772396,0,TM,0.0000
bfs,4,16,2,486909193,292901026,1.66,100%,93%,60%,0%,11%,28%,96062301,6%,0%,93%,0%,294049189,0,137077458,55785950,44832853,9905724,53287539,291581040,0,TM,0.0000
