APP name,Cores,Warps,Threads,instrs,cycles,ipc,core_usage_rate,thread occupancy,alu_ratio,fpu_ratio,lsu_ratio,sfu_ratio,issue_stalls,stall_alu_ratio,stall_fpu_ratio,stall_lsu_ratio,stall_sfu_ratio,alu_instrs,fpu_instrs,sfu_instrs,lsu_instrs,loads,stores,split_instrs,avg_cycles,L2,Mapping,FLOP/BYTE
guassian,16,16,8,143725114,61574360,2.33,64%,45%,77%,0%,14%,9%,517571973,1%,0%,98%,0%,110677523,21528,12548589,20722953,13416804,14999557,4483526,39160694,2,TM,0.0000
guassian,16,16,16,170365141,77768866,2.19,65%,37%,87%,0%,9%,4%,762563586,0%,0%,99%,0%,148137742,21528,7347998,15103192,15560799,16508421,2793357,50484910,2,TM,0.0000
guassian,16,16,32,241689670,107673619,2.24,73%,33%,93%,0%,5%,2%,1460614371,0%,0%,99%,0%,224717651,21528,4779729,12416015,19540994,19896956,1950539,78333096,2,TM,0.0000
guassian,16,32,2,145459035,74442894,1.95,64%,79%,63%,0%,21%,16%,255156367,1%,0%,98%,0%,91663278,21528,22769443,31249874,13842591,14218373,8170704,47532038,2,TM,0.0000
guassian,16,32,4,167483118,73785825,2.27,57%,64%,66%,0%,20%,14%,360057579,0%,0%,99%,0%,110745371,21528,24061961,32899347,13188982,15021639,8982972,41942217,2,TM,0.0000
guassian,16,32,8,184573744,82027025,2.25,64%,54%,80%,0%,12%,8%,677134075,0%,0%,99%,0%,148467953,21528,14074757,22257169,15126896,16527327,5549787,52703749,2,TM,0.0000
guassian,16,32,16,250501396,106671941,2.35,73%,49%,90%,0%,7%,4%,1276331092,0%,0%,99%,0%,224905815,21528,8986292,16833175,19065276,19898146,3845871,77838683,2,TM,0.0000
guassian,16,32,32,399161746,160837593,2.48,82%,46%,95%,0%,4%,2%,2622781546,0%,0%,99%,0%,378685193,21528,6541364,14158925,26290681,26880020,3013250,132456320,2,TM,0.0000
kmeans,2,2,2,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,CM,#DIV/0!
kmeans,2,2,4,4110820651,3975031482,1.03,100%,100%,72%,7%,14%,8%,7667581042,53%,7%,39%,0%,2952050393,269139968,308547371,581083141,355361611,27761520,6291654,3974643257,0,CM,0.0118
kmeans,2,2,8,3670382624,1863462372,1.97,100%,100%,80%,7%,8%,4%,3776404344,56%,7%,36%,0%,2954080735,269205504,154634010,292462597,356828555,28777808,3276998,1857889163,0,CM,0.0118
kmeans,2,2,16,3454639939,1116498340,3.09,100%,100%,86%,8%,4%,2%,2322877141,40%,5%,53%,0%,2959326737,269336576,77824523,148152325,359762443,30810384,1769670,1115904607,0,CM,0.0117
kmeans,2,2,32,3354842399,674000096,4.98,100%,100%,89%,8%,2%,1%,1341265321,27%,5%,68%,0%,2969825497,269598720,39421215,75997189,365630219,34875536,1016006,673877540,0,CM,0.0115
kmeans,2,4,2,4111412284,4594558706,0.89,100%,100%,72%,7%,14%,8%,15056227719,46%,6%,47%,0%,2952444787,269139968,308744598,581083153,421348267,27761532,6291690,4591043164,0,CM,0.0100
kmeans,2,4,4,4118074010,2354042490,1.75,100%,100%,72%,7%,14%,8%,7690842234,42%,5%,51%,0%,2954482835,269205504,309467540,584918353,356828555,28777820,6553978,2353114752,0,CM,0.0118
kmeans,2,4,8,3680817629,1232299830,2.99,100%,100%,80%,7%,8%,4%,4050502580,38%,5%,55%,0%,2959465325,269336576,155718141,296297809,359762443,30810396,3539322,1231797636,0,CM,0.0117
kmeans,2,4,16,3470278703,728267890,4.77,100%,100%,86%,8%,4%,2%,2485685884,28%,4%,66%,0%,2969842601,269598720,78850067,151987537,365630219,34875548,2031994,727493066,0,CM,0.0115
kmeans,2,4,32,3372294915,709152442,4.76,100%,100%,88%,8%,2%,1%,1416929441,23%,4%,71%,0%,2984044609,269598720,40031823,78619985,374940939,43005852,1114490,709084578,0,CM,0.0112
kmeans,2,8,2,4123098638,2662800734,1.55,100%,100%,72%,7%,14%,8%,7441522978,35%,5%,59%,0%,2957832543,269205504,311142436,584918377,423265867,28777844,6554050,2661363262,0,CM,0.0099
kmeans,2,8,4,4135440148,1360448270,3.04,100%,100%,72%,7%,14%,8%,3924076470,31%,5%,63%,0%,2961253999,269336576,312261018,592588777,359762443,30810420,7078626,1360026230,0,CM,0.0117
kmeans,2,8,8,3702498527,728886642,5.08,99%,100%,80%,7%,8%,4%,2128225546,27%,5%,67%,0%,2970775097,269598720,158156699,303968233,365630219,34875572,4063970,725132922,0,CM,0.0115
kmeans,2,8,16,3490982908,674243874,5.18,100%,100%,85%,8%,5%,2%,1340251346,30%,4%,64%,0%,2984087591,269598720,80063691,157233128,374940939,43005875,2228962,674179934,0,CM,0.0112
kmeans,2,8,32,3407193896,774637510,4.40,100%,100%,88%,8%,2%,1%,1052369979,17%,3%,79%,0%,3012478799,269598720,41251022,83865577,393562379,59266484,1311458,774575130,0,CM,0.0107
kmeans,2,16,2,4135935406,2446849026,1.69,100%,100%,72%,7%,14%,8%,14070361265,15%,1%,84%,0%,2961584095,269336576,312426132,592588825,427101067,30810468,7078770,2443628074,0,CM,0.0099
kmeans,2,16,4,4164088703,1359733546,3.06,100%,100%,71%,6%,15%,8%,8224247036,11%,1%,87%,0%,2970740513,269598720,315820067,607929625,365630219,34875620,8127922,1359451360,0,CM,0.0115
kmeans,2,16,8,3728481792,738613222,5.05,100%,100%,80%,7%,8%,4%,1976324049,23%,2%,73%,0%,2984255631,269598720,160168246,314459417,374940939,43005924,4457906,738318344,0,CM,0.0112
kmeans,2,16,16,3532183910,723458094,4.88,100%,100%,85%,8%,5%,2%,1503833108,15%,1%,82%,0%,3012439299,269598720,82421800,167724313,393562379,59266532,2622898,723382436,0,CM,0.0107
kmeans,2,16,32,3476867982,881089314,3.95,100%,100%,88%,8%,3%,1%,2222051390,5%,0%,94%,0%,3069264595,269598720,43648128,94356761,430805259,91787748,1705394,881053894,0,CM,0.0098
kmeans,2,32,2,4168969526,2257043438,1.85,99%,100%,71%,6%,15%,8%,12340538707,2%,0%,96%,0%,2973994255,269598720,317447052,607929721,434771467,34875716,8128210,2237113458,0,CM,0.0097
kmeans,2,32,4,4202920027,1407287518,2.99,100%,100%,71%,6%,15%,8%,4447509116,5%,0%,93%,0%,2984218761,269598720,320190775,628911993,374940939,43006020,8915794,1406173194,0,CM,0.0112
kmeans,2,32,8,3782710883,806343118,4.69,100%,100%,80%,7%,9%,4%,1522443139,8%,1%,89%,0%,3012725073,269598720,164945527,335441785,393562379,59266628,5245778,805740518,0,CM,0.0107
kmeans,2,32,16,3614669737,892613686,4.05,100%,100%,85%,7%,5%,2%,2280895952,3%,0%,96%,0%,3069198597,269598720,87165961,188706681,430805259,91787844,3410770,892292790,0,CM,0.0098
kmeans,2,32,32,3616003046,1206128078,3.00,100%,100%,88%,7%,3%,1%,4551165440,0%,0%,98%,0%,3182694115,269598720,48371304,115339129,505291019,156830276,2493266,1206031503,0,CM,0.0083
kmeans,4,2,2,4106532554,4129367876,0.99,100%,100%,72%,7%,14%,7%,15537840748,49%,7%,43%,0%,2950390031,269107200,307862740,579173027,420390043,27260148,6160636,4127595186,0,CM,0.0100
kmeans,4,2,4,4110874390,2114516778,1.94,100%,100%,72%,7%,14%,8%,7990923125,45%,7%,48%,0%,2952082991,269139968,308560576,581091299,355362427,27768532,6291852,2112607200,0,CM,0.0118
kmeans,4,2,8,3670420037,1060261344,3.46,97%,100%,80%,7%,8%,4%,3974768913,40%,6%,52%,0%,2954103401,269205504,154640821,292470755,356829947,28785300,3277196,1025064671,0,CM,0.0118
kmeans,4,2,16,3454678054,647235914,5.34,100%,100%,86%,8%,4%,2%,2480029938,28%,5%,66%,0%,2959351775,269336576,77829664,148160483,359764987,30818836,1769868,646600928,0,CM,0.0117
kmeans,4,2,32,3354877206,453689012,7.39,100%,100%,89%,8%,2%,1%,1806460730,16%,4%,79%,0%,2969852137,269598720,39421434,76005359,365635076,34885911,1016204,453291984,0,CM,0.0115
kmeans,4,4,2,4112385319,2791066086,1.47,100%,100%,72%,7%,14%,8%,15696886858,28%,5%,65%,0%,2953090221,269139968,309064251,581091323,421349179,27768556,6291924,2788123679,0,CM,0.0100
kmeans,4,4,4,4118544482,1420854242,2.90,100%,100%,72%,7%,14%,8%,8002510242,24%,5%,69%,0%,2954793111,269205504,309618444,584927867,356829947,28785324,6554356,1419244999,0,CM,0.0118
kmeans,4,4,8,3680993588,744405974,4.94,100%,100%,80%,7%,8%,4%,4309683516,21%,5%,73%,0%,2959581139,269336576,155768994,296307323,359764987,30818860,3539700,744039923,0,CM,0.0117
kmeans,4,4,16,3470459864,531587930,6.53,99%,100%,86%,8%,4%,2%,3034369567,12%,3%,83%,0%,2969965643,269598720,78898894,151997051,365635067,34885932,2032372,528694323,0,CM,0.0115
kmeans,4,4,32,3372411741,495358698,6.81,100%,100%,88%,8%,2%,1%,2062897600,13%,3%,82%,0%,2984132281,269598720,40051685,78629499,374950395,43020076,1114868,494789665,0,CM,0.0112
kmeans,4,8,2,4121314313,2308310230,1.79,100%,100%,72%,7%,14%,8%,8582707612,11%,3%,84%,0%,2956639577,269205504,310541761,584927915,423267451,28785372,6554500,2304922091,0,CM,0.0099
kmeans,4,8,4,4133873933,1136513534,3.64,100%,100%,72%,7%,14%,8%,3827737497,8%,5%,86%,0%,2960206195,269336576,311730590,592601016,359764996,30818912,7079364,1135754699,0,CM,0.0117
kmeans,4,8,8,3701983895,649076534,5.70,100%,100%,80%,7%,8%,4%,2709588725,7%,3%,89%,0%,2970432085,269598720,157973075,303980459,365635067,34885980,4064708,647278712,0,CM,0.0115
kmeans,4,8,16,3491126308,525814438,6.64,99%,100%,85%,8%,5%,2%,1862270103,15%,3%,80%,0%,2984190739,269598720,80091938,157245355,374950395,43020124,2229700,519064514,0,CM,0.0112
kmeans,4,8,32,3407399330,576114059,5.91,100%,100%,88%,8%,2%,1%,1695755501,10%,1%,87%,0%,3012638247,269598720,41285004,83877803,393581051,59288412,1312196,574904574,0,CM,0.0107
kmeans,4,16,2,4133529247,2164625494,1.91,100%,100%,72%,7%,14%,8%,22545255538,4%,0%,94%,0%,2959976253,269336576,311615763,592601099,427103995,30819004,7079652,2162830947,0,CM,0.0099
kmeans,4,16,4,4163405717,1153817666,3.61,100%,100%,71%,6%,15%,8%,12305893358,4%,0%,95%,0%,2970280953,269598720,315579213,607947275,365635067,34886076,8129380,1152929825,0,CM,0.0115
kmeans,4,16,8,3728514063,677908950,5.50,100%,100%,80%,7%,8%,4%,3477821180,7%,1%,90%,0%,2984280357,269598720,160158363,314477067,374950395,43020220,4459364,675030921,0,CM,0.0112
kmeans,4,16,16,3532307916,567270775,6.23,99%,100%,85%,8%,5%,2%,2772017377,7%,1%,91%,0%,3012540077,269598720,82427588,167741975,393581060,59288511,2624356,559273733,0,CM,0.0107
kmeans,4,16,32,3477301202,718561194,4.84,100%,99%,88%,8%,3%,1%,4341835860,2%,0%,97%,0%,3069601311,269598720,43727209,94374410,430842363,91825083,1706852,715754069,0,CM,0.0098
kmeans,4,32,2,4163089274,2185929870,1.90,100%,100%,71%,6%,15%,8%,13996675230,1%,0%,98%,0%,2970069711,269598720,315473820,607947467,434777083,34886268,8129956,2182241476,0,CM,0.0097
kmeans,4,32,4,4202849809,1186168262,3.54,100%,100%,71%,6%,15%,8%,7709533833,2%,0%,97%,0%,2984166561,269598720,320144483,628940489,374950395,43020410,8918692,1185611933,0,CM,0.0112
kmeans,4,32,8,3782580050,741515086,5.10,100%,100%,80%,7%,9%,4%,3238360230,2%,0%,96%,0%,3012647335,269598720,164864158,335470281,393581051,59288698,5248676,738346304,0,CM,0.0107
kmeans,4,32,16,3614821927,733151822,4.93,99%,100%,85%,7%,5%,2%,4718827937,1%,0%,98%,0%,3069339285,269598720,87149187,188735179,430842363,91825276,3413668,727156881,0,CM,0.0098
kmeans,4,32,32,3616579787,1027135686,3.52,100%,100%,88%,7%,3%,1%,9179726407,0%,0%,99%,0%,3183177325,269598720,48436559,115367627,505364987,156898428,2496164,1024008357,0,CM,0.0083
kmeans,8,2,2,4106608967,2141648848,1.92,100%,100%,72%,7%,14%,7%,16008794468,45%,7%,48%,0%,2950434621,269107200,307880035,579187999,420391195,27273692,6160888,2135543056,0,CM,0.0100
kmeans,8,2,4,4110900145,1099113746,3.74,100%,100%,72%,7%,14%,8%,8218862501,39%,7%,53%,0%,2952093705,269139968,308559745,581107615,355364059,27782556,6292248,1095458484,0,CM,0.0118
kmeans,8,2,8,3670454162,540115990,6.80,98%,100%,80%,7%,8%,4%,4145091714,36%,6%,57%,0%,2954121599,269205504,154640876,292487071,356832731,28800284,3277592,529428609,0,CM,0.0118
kmeans,8,2,16,3454736634,357115738,9.67,99%,100%,86%,8%,4%,2%,2740687335,23%,5%,71%,0%,2959390083,269336576,77834047,148176816,359770093,30835739,1770264,353914209,0,CM,0.0117
kmeans,8,2,32,3354952604,260834004,12.86,99%,100%,89%,8%,2%,1%,2097012380,13%,3%,82%,0%,2969909273,269598720,39423806,76021693,365644790,34906655,1016600,259408536,0,CM,0.0115
kmeans,8,4,2,4112485714,1443747622,2.85,100%,100%,72%,7%,14%,8%,15761657281,25%,5%,69%,0%,2953150639,269139968,309088332,581107663,421351003,27782604,6292392,1437551835,0,CM,0.0100
kmeans,8,4,4,4118598134,740295474,5.56,99%,100%,72%,7%,14%,8%,7979729382,22%,5%,72%,0%,2954822135,269205504,309624488,584946895,356832731,28800332,6555112,733269202,0,CM,0.0118
kmeans,8,4,8,3681050465,404182634,9.11,99%,100%,80%,7%,8%,4%,4537861412,18%,5%,76%,0%,2959616073,269336576,155772353,296326351,359770075,30835788,3540456,401886033,0,CM,0.0117
kmeans,8,4,16,3470450045,313663430,11.06,99%,100%,86%,8%,4%,2%,3620717261,10%,3%,85%,0%,2969963631,269598720,78872468,152016114,365644790,34906708,2033128,309972068,0,CM,0.0115
kmeans,8,4,32,3372556531,297000194,11.36,99%,99%,88%,8%,2%,1%,2561316655,11%,3%,85%,0%,2984248389,269598720,40061754,78648568,374969343,43048529,1115624,295282027,0,CM,0.0112
kmeans,8,8,2,4121645444,1208735674,3.41,99%,100%,72%,7%,14%,8%,9899032595,10%,3%,86%,0%,2956853499,269205504,310640338,584946991,423270619,28800428,6555400,1200148032,0,CM,0.0099
kmeans,8,8,4,4134094997,594646998,6.95,100%,100%,72%,7%,14%,8%,4319821193,8%,4%,87%,0%,2960346251,269336576,311787595,592625463,359770084,30835883,7080840,592607033,0,CM,0.0117
kmeans,8,8,8,3702284663,370397626,10.00,99%,100%,80%,7%,8%,4%,3350470689,6%,3%,90%,0%,2970632747,269598720,158049138,304004946,365644790,34906804,4066184,367291526,0,CM,0.0115
kmeans,8,8,16,3491247791,322918318,10.81,98%,100%,85%,8%,5%,2%,2303093269,12%,3%,83%,0%,2984286823,269598720,80093316,157269820,374969316,43048624,2231176,317682706,0,CM,0.0112
kmeans,8,8,32,3407635988,363920014,9.36,100%,99%,88%,8%,2%,1%,2359825447,7%,1%,91%,0%,3012841003,269598720,41294861,83902296,393618431,59332273,1313672,363272880,0,CM,0.0107
kmeans,8,16,2,4133912227,1121436058,3.69,100%,100%,72%,7%,14%,8%,24601855849,4%,0%,94%,0%,2960224101,269336576,311726791,592625647,427109851,30836076,7081416,1118537178,0,CM,0.0099
kmeans,8,16,4,4163613785,608702426,6.84,100%,100%,71%,6%,15%,8%,13337949054,3%,0%,95%,0%,2970411191,269598720,315622149,607982613,365644790,34906999,8132296,606848629,0,CM,0.0115
kmeans,8,16,8,3728656530,395752930,9.42,99%,100%,80%,7%,8%,4%,4590030031,7%,1%,91%,0%,2984381759,269598720,160164576,314512363,374969307,43048808,4462280,390827856,0,CM,0.0112
kmeans,8,16,16,3532520051,371323571,9.51,98%,100%,85%,8%,5%,2%,4006336904,5%,1%,94%,0%,3012717715,269598720,82427206,167777298,393618422,59332468,2627272,364687240,0,CM,0.0107
kmeans,8,16,32,3477712909,480712114,7.23,99%,99%,88%,8%,3%,1%,6804830971,1%,0%,97%,0%,3069971577,269598720,43733744,94409756,430916607,91899765,1709768,476030647,0,CM,0.0098
kmeans,8,32,2,4163608850,1136457702,3.66,99%,100%,71%,6%,15%,8%,18467747140,1%,0%,98%,0%,2970407341,269598720,315620683,607982994,434788342,34907380,8133448,1126512505,0,CM,0.0097
kmeans,8,32,4,4202925318,632020502,6.65,100%,100%,71%,6%,15%,8%,8641902072,1%,0%,97%,0%,2984206121,269598720,320123822,628997543,374969352,43049207,8924488,630024002,0,CM,0.0112
kmeans,8,32,8,3782918793,445576230,8.49,99%,100%,80%,7%,9%,4%,4685273280,2%,0%,97%,0%,3012892129,269598720,164901508,335527324,393618431,59332853,5254472,440887707,0,CM,0.0107
kmeans,8,32,16,3615318882,489079815,7.39,99%,100%,85%,7%,5%,2%,7354670452,1%,0%,98%,0%,3069749043,269598720,87179813,188792194,430916589,91900141,3419464,482879647,0,CM,0.0098
kmeans,8,32,32,3617317293,731497158,4.95,100%,100%,88%,7%,3%,1%,14786162012,0%,0%,99%,0%,3183866433,269598720,48428385,115424654,505512950,157034736,2501960,728042434,0,CM,0.0083
kmeans,16,2,2,4106638847,1102020184,3.73,99%,100%,72%,7%,14%,7%,16453407099,40%,7%,52%,0%,2950441837,269107200,307873643,579217943,420393499,27300780,6161392,1095772755,0,CM,0.0100
kmeans,16,2,4,4110960368,570280778,7.21,99%,100%,72%,7%,14%,8%,8504971511,35%,7%,57%,0%,2952120941,269139968,308560976,581140259,355367332,27810607,6293040,566442422,0,CM,0.0118
kmeans,16,2,8,3670532675,292994642,12.53,99%,100%,80%,7%,8%,4%,4541553652,30%,6%,63%,0%,2954164837,269205504,154644407,292519703,356838299,28830252,3278384,288630226,0,CM,0.0118
kmeans,16,2,16,3454823844,206795336,16.71,99%,100%,86%,8%,4%,2%,3215444133,19%,5%,76%,0%,2959446735,269336576,77832853,148209456,359780269,30869555,1771056,204523191,0,CM,0.0117
kmeans,16,2,32,3355102240,173927158,19.29,99%,100%,89%,8%,2%,1%,2861146149,10%,3%,85%,0%,2970022787,269598720,39428219,76054307,365664164,34948143,1017392,172123596,0,CM,0.0115
kmeans,16,4,2,4112584789,766807058,5.36,97%,100%,72%,7%,14%,8%,16029112499,22%,5%,71%,0%,2953203665,269139968,309102589,581140343,421354651,27810700,6293328,741759643,0,CM,0.0100
kmeans,16,4,4,4118672604,395322918,10.42,98%,100%,72%,7%,14%,8%,8331205469,20%,5%,73%,0%,2954858293,269205504,309625619,584984964,356838308,28830352,6556624,386549844,0,CM,0.0118
kmeans,16,4,8,3681132739,233454146,15.77,99%,100%,80%,7%,8%,4%,5181121066,15%,5%,79%,0%,2959664953,269336576,155768553,296364433,359780269,30869652,3541968,230532825,0,CM,0.0117
kmeans,16,4,16,3470567772,198573470,17.48,99%,100%,86%,8%,4%,2%,4617359984,8%,3%,88%,0%,2970051189,269598720,78865491,152054148,365664164,34948240,2034640,196004818,0,CM,0.0115
kmeans,16,4,32,3372802015,204938470,16.46,99%,99%,88%,8%,2%,1%,3737992807,8%,2%,89%,0%,2984451223,269598720,40067300,78686584,375007140,43105424,1117136,202802476,0,CM,0.0112
kmeans,16,8,2,4122138545,640600510,6.43,98%,100%,72%,7%,14%,8%,10760026263,9%,3%,86%,0%,2957168569,269205504,310781105,584985143,423276955,28830540,6557200,627101836,0,CM,0.0099
kmeans,16,8,4,4134437680,325575682,12.70,99%,100%,72%,7%,14%,8%,5007356686,7%,4%,88%,0%,2960560067,269336576,311868454,592674359,359780251,30869836,7083792,321450234,0,CM,0.0117
kmeans,16,8,8,3702694674,231388418,16.00,99%,100%,80%,7%,8%,4%,4305505767,5%,3%,91%,0%,2970906393,269598720,158137509,304053828,365664164,34948432,4069136,227997399,0,CM,0.0115
kmeans,16,8,16,3491509357,219608086,15.90,98%,100%,85%,8%,5%,2%,3198466919,10%,2%,87%,0%,2984491393,269598720,80102309,157318711,375007131,43105612,2234128,216005259,0,CM,0.0112
kmeans,16,8,32,3408092307,272120870,12.52,100%,99%,88%,8%,2%,1%,4051209611,4%,1%,94%,0%,3013235223,269598720,41309019,83951170,393693101,59419985,1316624,270971644,0,CM,0.0107
kmeans,16,16,2,4134447466,588089126,7.03,99%,100%,72%,7%,14%,8%,25935837828,4%,0%,95%,0%,2960565983,269336576,311871940,592674743,427121563,30870220,7084944,582040531,0,CM,0.0099
kmeans,16,16,4,4164342354,344532522,12.09,99%,100%,71%,6%,15%,8%,14813904315,3%,0%,95%,0%,2970879961,269598720,315812261,608053188,365664164,34948816,8138128,340782483,0,CM,0.0115
kmeans,16,16,8,3729010683,258324010,14.44,98%,100%,80%,7%,8%,4%,6293650831,5%,1%,93%,0%,2984630709,269598720,160200063,314582967,375007131,43105996,4468112,252530923,0,CM,0.0112
kmeans,16,16,16,3532987967,279998762,12.62,98%,100%,85%,8%,5%,2%,7287249153,3%,0%,96%,0%,3013102093,269598720,82441067,167847863,393693083,59420364,2633104,275203441,0,CM,0.0107
kmeans,16,16,32,3478825082,405693970,8.57,99%,99%,88%,8%,3%,1%,13987760228,0%,0%,98%,0%,3070904651,269598720,43843186,94480325,431065005,92049108,1715600,401435686,0,CM,0.0098
kmeans,16,32,2,4166064440,607433294,6.86,97%,100%,71%,6%,15%,8%,28941620921,0%,0%,99%,0%,2972026899,269598720,316386654,608053943,434810779,34949580,8140432,591345035,0,CM,0.0097
kmeans,16,32,4,4203310884,363456646,11.56,99%,100%,71%,6%,15%,8%,10617691528,1%,0%,97%,0%,2984441615,269598720,320160820,629111505,375007149,43106772,8936080,359826652,0,CM,0.0112
kmeans,16,32,8,3783559707,307964022,12.29,99%,100%,80%,7%,9%,4%,8053738108,1%,0%,98%,0%,3013357343,269598720,164964136,335641284,393693092,59421136,5266064,303916828,0,CM,0.0107
kmeans,16,32,16,3616191596,410213854,8.82,99%,100%,85%,7%,5%,2%,15199418154,0%,0%,99%,0%,3070487765,269598720,87200707,188906180,431064996,92049872,3431056,406570755,0,CM,0.0098
kmeans,16,32,32,3619344009,675396863,5.36,100%,99%,88%,7%,3%,1%,31753538264,0%,0%,99%,0%,3185612447,269598720,48596000,115538606,505808813,157307332,2513552,672127794,0,CM,0.0083
kmeans,2,2,2,2898162748,5595005690,0.52,100%,100%,60%,9%,20%,11%,8683703787,15%,11%,73%,0%,1743789082,269082624,307416035,577875229,419744311,26933864,6086782,5593398538,0,TM,0.0100
kmeans,2,2,4,2898166876,3153480295,0.92,100%,100%,60%,9%,20%,11%,5111533426,7%,11%,81%,0%,1743791878,269082624,307416802,577875794,354146048,26934060,6086854,3151543126,0,TM,0.0119
kmeans,2,2,8,2455578739,1805093356,1.36,100%,100%,71%,11%,12%,6%,3051995697,6%,9%,84%,0%,1743826424,269082624,153728020,288941893,354146507,26934440,3043526,1796190548,0,TM,0.0119
kmeans,2,2,16,2234203414,1259291764,1.77,100%,100%,78%,12%,6%,3%,2335081732,3%,6%,90%,0%,1743791146,269082624,76854917,144474949,354147443,26935208,1521862,1258070371,0,TM,0.0119
kmeans,2,2,32,2123561329,1048988276,2.02,100%,100%,82%,13%,3%,2%,2024306698,2%,3%,94%,0%,1743807132,269082624,38430318,72241477,354149315,26936744,761030,1045177883,0,TM,0.0119
kmeans,2,4,2,2898645949,3587897166,0.81,100%,100%,60%,9%,20%,11%,10628849874,8%,7%,84%,0%,1744111232,269082624,307576522,577875793,419744587,26934068,6086890,3586060740,0,TM,0.0100
kmeans,2,4,4,2898422986,2028931814,1.43,100%,100%,60%,9%,20%,11%,6133043621,6%,6%,87%,0%,1743962666,269082624,307501021,577876897,354146507,26934452,6087034,2027820596,0,TM,0.0119
kmeans,2,4,8,2455644412,1257261230,1.95,100%,100%,71%,11%,12%,6%,3897888840,4%,5%,90%,0%,1743871310,269082624,153747691,288943009,354147443,26935220,3043706,1255103401,0,TM,0.0119
kmeans,2,4,16,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,TM,#DIV/0!
kmeans,2,4,32,2123597179,1085760846,1.96,100%,100%,82%,13%,3%,2%,3939923384,0%,1%,97%,0%,1743838472,269082624,38433713,72242592,354153059,26939827,761210,1085188096,0,TM,0.0119
kmeans,2,8,2,2903693383,2207911866,1.32,100%,100%,60%,9%,20%,11%,6304050400,10%,5%,84%,0%,1747476220,269082624,309257840,577876921,419745139,26934476,6087106,2207073517,0,TM,0.0100
kmeans,2,8,4,2901423658,1292595826,2.24,100%,100%,60%,9%,20%,11%,3700530759,7%,4%,87%,0%,1745963210,269082624,308498917,577879129,354147443,26935244,6087394,1292506775,0,TM,0.0119
kmeans,2,8,8,2457567799,854833342,2.87,100%,100%,71%,11%,12%,6%,2542747255,5%,3%,91%,0%,1745155776,269082624,154384380,288945241,354149315,26936780,3044066,854728456,0,TM,0.0119
kmeans,2,8,16,2235283738,808876835,2.76,100%,100%,78%,12%,6%,3%,2428410630,2%,1%,95%,0%,1744521010,269082624,77202030,144478296,354153059,26939851,1522402,808852217,0,TM,0.0119
kmeans,2,8,32,2124161560,871267143,2.44,100%,100%,82%,13%,3%,2%,2660821020,1%,1%,97%,0%,1744229606,269082624,38604727,72244825,354160547,26945996,761570,871242337,0,TM,0.0119
kmeans,2,16,2,2899414675,2042054818,1.42,100%,100%,60%,9%,20%,11%,13360226083,3%,1%,95%,0%,1744623812,269082624,307829284,577879177,419746243,26935292,6087538,2040728162,0,TM,0.0100
kmeans,2,16,4,2898550801,1264337198,2.29,100%,100%,60%,9%,20%,11%,8633006809,1%,1%,96%,0%,1744048164,269082624,307536642,577883593,354149315,26936828,6088114,1263040187,0,TM,0.0119
kmeans,2,16,8,2455632307,1064111874,2.31,100%,100%,71%,11%,12%,6%,7786079904,1%,0%,98%,0%,1743869864,269082624,153730336,288949705,354153059,26939900,3044786,1063955086,0,TM,0.0119
kmeans,2,16,16,2234340019,992320434,2.25,100%,100%,78%,12%,6%,3%,7564031798,0%,0%,99%,0%,1743904728,269082624,76870129,144482760,354160547,26946043,1523122,992157575,0,TM,0.0119
kmeans,2,16,32,2123785570,995513898,2.13,100%,100%,82%,13%,3%,2%,7764500522,0%,0%,99%,0%,1744008706,269082624,38445173,72249289,354175523,26958332,762290,995424827,0,TM,0.0119
kmeans,2,32,2,2898602410,2092855534,1.38,100%,100%,60%,9%,20%,11%,14679840392,0%,0%,98%,0%,1744082430,269082624,307553890,577883688,419748451,26936923,6088402,2091184586,0,TM,0.0100
kmeans,2,32,4,2898248968,1300704958,2.23,100%,100%,60%,9%,20%,11%,9393584321,0%,0%,99%,0%,1743847326,269082624,307426719,577892521,354153059,26939996,6089554,1299869492,0,TM,0.0119
kmeans,2,32,8,2455682245,1056134846,2.33,100%,100%,71%,11%,12%,6%,7956666399,0%,0%,99%,0%,1743911988,269082624,153729222,288958633,354160547,26946140,3046226,1055989791,0,TM,0.0119
kmeans,2,32,16,2234434696,1011740094,2.21,100%,100%,78%,12%,6%,3%,7848033991,0%,0%,99%,0%,1743993574,269082624,76867031,144491689,354175523,26958428,1524562,1011705346,0,TM,0.0119
kmeans,2,32,32,2123989096,1010990414,2.10,100%,100%,82%,13%,3%,2%,7955402428,0%,0%,99%,0%,1744203910,269082624,38444567,72258217,354205475,26983004,763730,1010906191,0,TM,0.0119
kmeans,4,2,2,2898364126,2871593154,1.01,100%,100%,60%,9%,20%,11%,8952334134,10%,11%,78%,0%,1743920246,269082624,307479057,577882643,419744851,26940612,6086908,2866001012,0,TM,0.0100
